"NU_INSCRICAO","NU_IDADE","TP_SEXO","TP_ST_CONCLUSAO","TP_ANO_CONCLUIU","IN_TREINEIRO","IN_BAIXA_VISAO","IN_CEGUEIRA","IN_SURDEZ","IN_DEFICIENCIA_AUDITIVA","IN_SURDO_CEGUEIRA","IN_DEFICIENCIA_FISICA","IN_DEFICIENCIA_MENTAL","IN_DEFICIT_ATENCAO","IN_DISLEXIA","IN_DISCALCULIA","IN_AUTISMO","IN_VISAO_MONOCULAR","IN_OUTRA_DEF","TP_PRESENCA_CN","TP_PRESENCA_CH","TP_PRESENCA_LC","TP_PRESENCA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","TP_LINGUA","TP_STATUS_REDACAO","NU_NOTA_REDACAO","CO_ESCOLA"
180013990114,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,459.4,516.3,365.5,467.7,1,4,0,35048148
180013958816,50,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,442.5,402.8,472.3,595.4,1,1,260,35910417
180013961028,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,390.5,606.5,560.6,592.7,1,1,620,51053640
180013978230,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,538.4,532.4,482.5,453.9,0,1,500,42025796
180013841518,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,547.1,581.5,611.2,518.5,1,1,520,14006227
180013937389,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,402.1,581.3,528.1,482.8,1,1,480,35296533
180013759488,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,559.7,593,492.5,425.1,1,1,360,35024223
180013957942,20,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,453.6,607.5,540.2,598.7,1,1,400,29305390
180013842336,16,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,566.7,417.4,571.9,706.2,0,1,600,29394414
180013983037,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,521.1,596.1,531.8,443.9,0,1,340,35000048
180013939795,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,380.9,514.7,498,529.4,1,1,320,26035146
180013450722,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,437.4,430.2,438.3,420.7,1,1,260,35022329
180013820821,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,393.8,421.8,348.3,529.3,1,1,360,17010926
180013074961,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,400.9,634.9,587.6,469.7,1,1,440,35008801
180013972644,26,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,490.2,557.8,468.6,443.5,1,1,260,43167403
180013969112,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,439.8,459.5,403.6,480.7,1,1,540,23250240
180013820669,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,393.4,534.7,546.3,502.3,1,1,620,52021025
180013074963,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,392.2,467.5,386.2,454,1,1,280,14003856
180013751438,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,500.1,627.4,556.3,457,1,1,540,35046346
180013919701,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,392.5,536.6,450.3,503.5,0,1,440,32036523
180013945436,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,376.5,515.3,525.3,483,1,1,340,42044537
180013976925,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,414.4,562.4,397.4,461.9,1,1,340,52089401
180013990474,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,400.8,505.4,564.8,554.6,1,1,320,21093350
180013982664,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,417.7,498.4,537.7,510.4,0,1,340,35037370
180013969114,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,416.2,572.9,417.3,419.9,0,1,320,15011380
180013964550,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,383.8,582.8,438.1,456.2,0,1,380,52022722
180013965610,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,399.4,442.5,383.7,515.5,1,1,340,22080449
180013460859,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,453.4,625.1,575.9,555.8,0,1,680,35001946
180013964559,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,394.6,540.3,411.2,481.8,1,1,180,29404290
180013968461,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,421.3,512.2,501.6,416.6,1,1,380,41146115
180013907896,22,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,492,553.3,407,390.8,1,1,500,35924751
180013823249,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,399.4,587.8,502.4,627,1,1,300,52055515
180013939803,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,637.3,638.9,611.1,749.4,0,1,720,41150120
180013981675,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,379.7,417,485.9,569.7,0,1,420,35923624
180013974453,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,441.2,507.8,477.5,485.5,0,1,440,26121310
180013967403,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,462.5,668.2,579.9,483.7,1,1,560,31033154
180013939804,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,562.1,560.6,478.5,381.9,0,1,360,35010595
180013978299,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,407.1,456.2,512.1,590.6,0,1,280,35908373
180013964576,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,415.2,495,446,451.6,1,1,460,21016798
180013974455,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,477.1,488.6,561.2,526.2,0,1,440,35016743
180013977669,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,477.8,549.5,467.2,627.5,0,1,260,52053377
180013823251,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,414.3,608.2,556.2,503.5,0,1,520,53020006
180013821844,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,383.7,511.3,378.1,428.9,1,1,380,43028268
180013751446,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,418.2,534.1,493,397.9,1,1,500,33058202
180013626877,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,373.1,418.7,502.7,670.6,0,1,480,41380975
180013969913,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,501.1,604.2,546,607.7,1,1,520,31079391
180013901915,20,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,405.5,448.3,446.9,421,1,1,440,41134605
180013453623,24,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,487.1,397,370.4,400.7,1,1,280,27035875
180013074044,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,411.4,504.6,552.7,535,1,1,360,15035956
180013986002,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,544.5,440.9,526.6,595.2,0,1,580,32038488
180013944932,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,398.6,422.5,487.3,524.7,1,1,640,25007904
180013453633,23,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,366.8,458.2,413.5,424.5,1,3,0,25005995
180013617279,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,426.5,635.7,582.9,566.8,1,1,560,21009872
180013843439,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,398.6,508.9,508,445.1,0,1,360,52033651
180013907903,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,396.5,418.9,409.8,534.2,1,1,460,31124729
180013968103,20,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,438.7,590.1,362.2,550.1,1,1,340,35040976
180013970390,22,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,445,462.8,471,428.2,1,1,400,41378598
180013952671,42,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,467,573,543.4,442.2,1,1,460,41028066
180013969582,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,418.7,466.6,424.5,505.8,0,1,360,26026627
180013981678,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,414.4,557.5,483,465.1,0,1,360,35916808
180013968779,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,445,412.6,538.2,499.7,1,1,380,35007122
180013969125,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,476.3,492.1,567.5,453.7,0,1,560,35031732
180013453642,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,407,556.8,526.9,454.3,1,1,440,15034488
180013968494,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,558.3,620.9,586.7,492.4,0,1,640,31033201
180013974460,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,438.1,538.2,398.9,511,1,1,320,52020924
180013969126,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,436.5,572.3,525.5,467.8,0,1,400,42054575
180013945446,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,393.8,607,517.2,531.5,0,1,620,42017670
180013433741,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,465.6,580.8,498.9,476,1,1,320,51040069
180013464008,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,553.8,679,605.1,671.7,0,1,700,35175857
180013902660,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,463.1,644.3,621.1,696.2,0,1,520,35004479
180013077939,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,490.9,620.3,540.6,448.8,0,1,660,35008655
180013626895,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,418.6,611.2,572.9,594.4,0,1,540,43174027
180013822633,22,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,399.2,538.5,499.3,466.7,0,1,180,15121607
180013941868,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,486.8,546.8,411.5,444.6,1,3,0,27026370
180013977566,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,490.5,493.4,479.6,455.7,0,1,360,33082235
180013074063,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,482.1,610,364,507.8,0,1,300,13075098
180013974338,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,485.9,621.7,408.9,558.3,1,4,0,32076614
180013970505,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,381,489.5,460.4,569.5,1,1,320,52059553
180013967415,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,399.6,397.1,495.9,468.2,1,1,320,27033880
180013962220,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,481.9,541,429.1,492,1,1,340,51026295
180013983056,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,435.4,615.4,565.5,471.8,1,1,680,43093914
180013919776,36,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,530.6,452.1,434.7,412.1,1,1,460,31001694
180013759503,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,472.2,442.5,432.3,516.9,1,1,300,25083490
180013901264,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,433.6,429.7,392.5,445.8,1,1,620,27037223
180013968134,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,554.5,548.7,494.7,393.9,0,1,540,26071606
180013969143,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,442.1,528.1,529,511.5,0,1,560,31356808
180013074073,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,400.8,443.4,359.5,474.5,1,1,360,43039740
180013823264,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,469,475.8,396.1,464.4,0,1,300,35002847
180013977677,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,407.6,456.2,462.3,489.2,1,1,340,28026705
180013977571,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,420.8,517.6,462.2,456.5,1,1,360,35917266
180013969920,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,396.1,467,452,421.6,0,1,240,15119777
180013978247,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,420.3,502.9,433.6,610.3,0,1,300,51026295
180013940795,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,379,437.1,503.2,535.5,0,1,420,17005264
180013901928,16,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,455.6,618.9,546.8,536.5,0,1,720,33027331
180013970514,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,433.8,405.8,465.3,402,1,1,320,11006757
180013972671,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,484.3,507.3,351.6,497,0,1,320,33059454
180013919782,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,512,620.5,565.3,472.5,0,1,560,42017700
180013651353,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,416.9,515.5,540.6,431.6,0,1,300,29385253
180013909961,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,468.9,491.6,430.1,635.8,1,1,400,51019752
180013971814,16,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,491,491.1,455.9,446.2,1,1,340,13030400
180013986034,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,400.1,447.3,419.3,451.1,1,1,480,13087843
180013990138,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,442.5,525.9,469.3,409.3,0,1,320,33106711
180013948348,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,416.5,460.2,356.3,395,1,1,400,31103098
180013822640,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,601.1,610.3,549.4,486.4,1,1,380,41127420
180013651358,21,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,430.4,630.4,547.8,658.3,0,1,560,33067643
180013823275,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,489.1,602.1,509.6,497.9,0,1,560,35005400
180013901934,37,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,419.2,508.6,438.9,410.5,0,1,380,43203841
180013941709,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,474.8,525.2,500.9,530.2,0,1,380,41136233
180013981698,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,400.5,500.4,540.9,471.9,0,1,320,33048517
180013969926,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,545.5,564.8,499.6,521.1,1,1,720,31158674
180013626913,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,520.2,645.7,569.6,607.2,1,1,360,43092462
180013963726,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,416.2,403.5,517,567,1,1,480,50006282
180013821478,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,466,413,463,439,1,1,220,13027620
180013948351,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,447.4,0,415.8,521.4,1,1,320,35001624
180013583429,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,442.4,482.9,461.5,441.3,0,1,340,29251648
180013919787,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,443.2,406.1,417.3,444.4,0,1,220,52012620
180013961478,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,564.4,593.8,542,606.6,0,1,660,35114121
180013942067,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,444.5,588.5,536.7,472.2,0,1,340,35307610
180013736879,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,410.2,511.4,536,453.1,1,1,360,41130308
180013090133,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,403.6,474.8,386,445.2,1,1,260,13304348
180013583431,16,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,544.5,655.6,542.7,669.6,0,1,700,31127868
180013459526,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,565.2,662.6,619.1,429.7,0,1,420,41132122
180013976481,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,458.4,461.5,472,460.3,0,1,480,35005459
180013077972,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,406.5,558.6,545.3,455.8,1,1,400,27226689
180013961483,20,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,406.9,435.2,425.1,477.5,0,3,0,33041210
180013983068,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,508.1,484.3,481.5,531.9,0,1,440,11003065
180013586512,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,459.3,546.5,427.6,414,0,1,600,35011034
180013586726,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,420.1,431.8,453.6,438,1,1,260,21021910
180013963729,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,402.5,423.6,428.2,381.5,1,1,520,41045548
180013976484,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,396.4,570.1,457,439.4,1,1,440,42029953
180013977175,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,401.2,575,464.2,435.7,0,4,0,35005356
180012419926,22,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,428.5,550.5,537.5,489.1,1,1,320,31001392
180013970409,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,558,614.9,560.8,483.9,0,1,660,35913996
180013762252,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,456.9,462.9,500.9,618.6,0,1,380,33156999
180013901280,24,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,398.7,520.9,470.8,597,1,1,520,13031198
180013845321,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,419.3,528.5,498.5,561.2,1,1,460,52091627
180013967428,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,397.7,545.8,411.8,438,1,1,360,52035271
180013981703,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,398.3,491.1,463.3,485.3,1,1,540,29220076
180013630155,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,442,450.9,476.3,487.1,0,1,320,13027956
180013961494,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,415.8,455.9,452.1,401.9,1,1,220,16006461
180013960601,16,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,423.6,464.9,407,460.1,1,1,360,21247072
180013630157,16,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,446,427.4,453.6,582.3,1,1,360,26093995
180013821485,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,395.9,454.5,445.2,464,1,1,260,17005396
180013971828,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,386.2,573.3,531.1,447.4,0,1,440,35041348
180013976487,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,416,622.5,540.9,516.8,0,1,620,35923151
180013981013,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,402.1,498.7,465.6,495.8,1,1,680,15115704
180013630163,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,496,601.9,589.5,498.5,0,1,360,13027972
180013077982,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,415.6,593.2,491.5,647.1,0,1,480,35009817
180012390905,21,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,409.8,450.6,489.1,456.9,1,1,280,15042928
180013969607,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,630.8,656.4,553.4,615.9,1,1,620,35106636
180013919797,24,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,483.7,510.2,538.6,447.2,1,1,520,25087304
180013973547,43,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,461.3,622.5,480.9,385.5,1,1,520,29368219
180013968806,22,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,401.3,477.9,457.2,494.5,1,1,340,21009848
180013970415,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,412,461.3,461.3,468.3,0,6,0,52033643
180013939578,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,526.1,580.3,558.6,514.3,0,1,580,41085906
180013977184,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,523.8,626.4,575.5,567.1,1,1,680,35029087
180013845333,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,439.6,568.1,380.4,553.3,0,1,580,33021864
180013948882,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,402.2,566,495.1,424.4,0,1,340,50005928
180013980264,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,426.1,500.7,428.3,433.7,1,1,260,21081646
180013965747,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,432.7,616.8,522.8,542,0,1,440,41135580
180013952702,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,445.2,504.2,516,402.6,1,1,480,41136276
180013921680,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,474.4,603.3,562.8,562.8,0,1,580,35035506
180013909983,17,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,371.5,427.9,431.1,546.1,1,1,400,43069444
180013462669,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,490.7,455,462.8,438.3,0,1,360,43110061
180013961524,44,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,420.2,587.8,380.1,421,0,1,360,29191009
180013980892,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,570,638.9,554.6,685.1,1,1,620,31033201
180013937852,18,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,429.2,549.2,548.4,504.5,1,1,560,31055433
180013433767,33,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,423.5,405.1,526.3,417.2,1,1,600,35005228
180013845335,24,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,393.5,585.4,567.5,462.7,1,1,240,43175546
180013941210,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,439,533.6,495.8,384.6,1,1,380,51008815
180013944197,19,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,418.6,595.3,449.5,397.2,1,1,320,31082856
180013965028,21,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,536.4,544.6,552.4,537.3,0,1,400,53000234
180013941216,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,380.5,417.2,392.8,624.7,0,1,400,35049153
180013974497,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,387.8,439.1,444.6,404.6,0,1,500,15558118
180013963744,41,"F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,473.9,526.7,432.4,516.4,0,1,340,31196592
180013901291,18,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,444.1,620.2,547.5,585.5,0,1,500,41119860
180013468948,17,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,493.2,648.3,560.2,560,0,1,540,35011034
180013630183,19,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,512.7,635.2,584.2,561.7,0,1,500,43151507
180013736893,20,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,444.7,590.5,521.3,529.2,1,1,520,21096112
180013821878,21,"M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,445.7,547.6,485.8,490.3,1,1,340,43045723
